effect,authors,year,experiment,study,article,age,skill,task,trials,days,freqgrps,frgrn,frequency,pub,bandwidth,bprime,faded,yoked,otherrfb,feedback,measure,primary,match,measure-other,irinterval,drinterval,time,n100,n2,mean100,sd100,se100,mean2,sd2,se2,F,t,af,r,q,p,favours,calsd100,calsd2,missing,g_msd,var_g_msd,g_fv,var.g_fv,g_tv,var_g_tv,g_pv,var_g_pv,g_ses,var_g_ses,g_afes,var_g_afes,g_raw,var,g
402,Sparrow,1995,3,,,Adult,Novice,Stable-variable,97,1,Yes,2,75,Yes,No,No,No,No,,CE,AE,No,FALSE,,,1,DelayRet,13,13,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,
403,Sparrow,1995,3,,,Adult,Novice,Stable-variable,97,1,Yes,2,75,Yes,No,No,No,No,,CE,VE,No,FALSE,,,1,DelayRet,13,13,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,
351,Sparrow,1995,1,,,Adult,Novice,Stable-variable,100,1,No,,20,Yes,No,No,No,No,every 5th,CE,VE,No,FALSE,,,,Acquisition,13,13,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,
353,Sparrow,1995,1,,,Adult,Novice,Stable-variable,100,1,No,,20,Yes,No,No,No,No,every 5th,CE,VE,No,FALSE,,2,,ImmRet,13,13,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,
355,Sparrow,1995,1,,,Adult,Novice,Stable-variable,100,1,No,,20,Yes,No,No,No,No,every 5th,CE,VE,No,FALSE,,,1,DelayRet,13,13,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,
356,Sparrow,1995,1,,,Adult,Novice,Stable-variable,100,1,No,,20,Yes,No,No,No,No,quasi random,CE,AE,No,FALSE,,,,Acquisition,13,13,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,
357,Sparrow,1995,1,,,Adult,Novice,Stable-variable,100,1,No,,20,Yes,No,No,No,No,quasi random,CE,VE,No,FALSE,,,,Acquisition,13,13,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,
358,Sparrow,1995,1,,,Adult,Novice,Stable-variable,100,1,No,,20,Yes,No,No,No,No,quasi random,CE,AE,No,FALSE,,2,,ImmRet,13,13,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,
359,Sparrow,1995,1,,,Adult,Novice,Stable-variable,100,1,No,,20,Yes,No,No,No,No,quasi random,CE,VE,No,FALSE,,2,,ImmRet,13,13,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,
360,Sparrow,1995,1,,,Adult,Novice,Stable-variable,100,1,No,,20,Yes,No,No,No,No,quasi random,CE,AE,No,FALSE,,,1,DelayRet,13,13,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,
361,Sparrow,1995,1,,,Adult,Novice,Stable-variable,100,1,No,,20,Yes,No,No,No,No,quasi random,CE,VE,No,FALSE,,,1,DelayRet,13,13,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,
362,Sparrow,1995,1,,,Adult,Novice,Stable-variable,100,1,No,,20,Yes,No,No,No,No,2-consecutive,CE,AE,No,FALSE,,,,Acquisition,13,13,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,
363,Sparrow,1995,1,,,Adult,Novice,Stable-variable,100,1,No,,20,Yes,No,No,No,No,2-consecutive,CE,VE,No,FALSE,,,,Acquisition,13,13,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,
364,Sparrow,1995,1,,,Adult,Novice,Stable-variable,100,1,No,,20,Yes,No,No,No,No,2-consecutive,CE,AE,No,FALSE,,2,,ImmRet,13,13,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,
365,Sparrow,1995,1,,,Adult,Novice,Stable-variable,100,1,No,,20,Yes,No,No,No,No,2-consecutive,CE,VE,No,FALSE,,2,,ImmRet,13,13,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,
366,Sparrow,1995,1,,,Adult,Novice,Stable-variable,100,1,No,,20,Yes,No,No,No,No,2-consecutive,CE,AE,No,FALSE,,,1,DelayRet,13,13,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,
367,Sparrow,1995,1,,,Adult,Novice,Stable-variable,100,1,No,,20,Yes,No,No,No,No,2-consecutive,CE,VE,No,FALSE,,,1,DelayRet,13,13,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,
368,Sparrow,1995,1,,,Adult,Novice,Stable-variable,100,1,No,,20,Yes,No,No,No,No,3-consecutive,CE,AE,No,FALSE,,,,Acquisition,13,13,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,
369,Sparrow,1995,1,,,Adult,Novice,Stable-variable,100,1,No,,20,Yes,No,No,No,No,3-consecutive,CE,VE,No,FALSE,,,,Acquisition,13,13,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,
370,Sparrow,1995,1,,,Adult,Novice,Stable-variable,100,1,No,,20,Yes,No,No,No,No,3-consecutive,CE,AE,No,FALSE,,2,,ImmRet,13,13,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,
371,Sparrow,1995,1,,,Adult,Novice,Stable-variable,100,1,No,,20,Yes,No,No,No,No,3-consecutive,CE,VE,No,FALSE,,2,,ImmRet,13,13,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,
372,Sparrow,1995,1,,,Adult,Novice,Stable-variable,100,1,No,,20,Yes,No,No,No,No,3-consecutive,CE,AE,No,FALSE,,,,Acquisition,13,13,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,
373,Sparrow,1995,1,,,Adult,Novice,Stable-variable,100,1,No,,20,Yes,No,No,No,No,3-consecutive,CE,VE,No,FALSE,,,,Acquisition,13,13,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,
375,Sparrow,1995,2,,,Adult,Novice,Stable-variable,101,1,No,,20,Yes,No,No,No,No,every 5th trial,CE,VE,No,FALSE,,,,Acquisition,13,13,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,
377,Sparrow,1995,2,,,Adult,Novice,Stable-variable,101,1,No,,20,Yes,No,No,No,No,every 5th trial,CE,VE,No,FALSE,,2,,ImmRet,13,13,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,
379,Sparrow,1995,2,,,Adult,Novice,Stable-variable,101,1,No,,20,Yes,No,No,No,No,every 5th trial,CE,VE,No,FALSE,,,1,DelayRet,13,13,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,
380,Sparrow,1995,2,,,Adult,Novice,Stable-variable,101,1,No,,20,Yes,No,No,No,Yes,yoked to a SC,CE,AE,No,FALSE,,,,Acquisition,13,13,,,,,,,,,,,,,100,,,Yes,,,,,,,,,,,,,,,
381,Sparrow,1995,2,,,Adult,Novice,Stable-variable,101,1,No,,20,Yes,No,No,No,Yes,yoked to a SC,CE,VE,No,FALSE,,,,Acquisition,13,13,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,
382,Sparrow,1995,2,,,Adult,Novice,Stable-variable,101,1,No,,20,Yes,No,No,No,Yes,yoked to a SC,CE,AE,No,FALSE,,2,,ImmRet,13,13,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,
383,Sparrow,1995,2,,,Adult,Novice,Stable-variable,101,1,No,,20,Yes,No,No,No,Yes,yoked to a SC,CE,VE,No,FALSE,,2,,ImmRet,13,13,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,
384,Sparrow,1995,2,,,Adult,Novice,Stable-variable,101,1,No,,20,Yes,No,No,No,Yes,yoked to a SC,CE,AE,No,FALSE,,,1,DelayRet,13,13,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,
385,Sparrow,1995,2,,,Adult,Novice,Stable-variable,101,1,No,,20,Yes,No,No,No,Yes,yoked to a SC,CE,VE,No,FALSE,,,1,DelayRet,13,13,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,
184,Sparrow & Summers,1992,1,,,Adult,Novice,Stable-constant,100,1,Yes,3,10,Yes,No,No,No,No,,Other-precise,OTHER,No,FALSE,Constant Error,2,1,Acquisition,15,15,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,
185,Sparrow & Summers,1992,1,,,Adult,Novice,Stable-constant,100,1,Yes,3,10,Yes,No,No,No,No,,Other-precise,OTHER,No,FALSE,Constant Error,2,1,ImmRet,15,15,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,
186,Sparrow & Summers,1992,1,,,Adult,Novice,Stable-constant,100,1,Yes,3,10,Yes,No,No,No,No,,Other-precise,OTHER,No,FALSE,Constant Error,2,1,DelayRet,15,15,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,
187,Sparrow & Summers,1992,1,,,Adult,Novice,Stable-constant,100,1,Yes,3,10,Yes,No,No,No,No,,Other-precise,VE,No,FALSE,,2,1,Acquisition,15,15,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,
188,Sparrow & Summers,1992,1,,,Adult,Novice,Stable-constant,100,1,Yes,3,10,Yes,No,No,No,No,,Other-precise,VE,No,FALSE,,2,1,ImmRet,15,15,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,
189,Sparrow & Summers,1992,1,,,Adult,Novice,Stable-constant,100,1,Yes,3,10,Yes,No,No,No,No,,Other-precise,VE,No,FALSE,,2,1,DelayRet,15,15,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,
190,Sparrow & Summers,1992,1,,,Adult,Novice,Stable-constant,100,1,Yes,3,20,Yes,No,No,No,No,,Other-precise,AE,No,FALSE,,2,1,Acquisition,15,15,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,
191,Sparrow & Summers,1992,1,,,Adult,Novice,Stable-constant,100,1,Yes,3,20,Yes,No,No,No,No,,Other-precise,AE,No,FALSE,,2,1,ImmRet,15,15,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,
192,Sparrow & Summers,1992,1,,,Adult,Novice,Stable-constant,100,1,Yes,3,20,Yes,No,No,No,No,,Other-precise,AE,No,FALSE,,2,1,DelayRet,15,15,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,
193,Sparrow & Summers,1992,1,,,Adult,Novice,Stable-constant,100,1,Yes,3,20,Yes,No,No,No,No,,Other-precise,OTHER,No,FALSE,Constant Error,2,1,Acquisition,15,15,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,
194,Sparrow & Summers,1992,1,,,Adult,Novice,Stable-constant,100,1,Yes,3,20,Yes,No,No,No,No,,Other-precise,OTHER,No,FALSE,Constant Error,2,1,ImmRet,15,15,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,
195,Sparrow & Summers,1992,1,,,Adult,Novice,Stable-constant,100,1,Yes,3,20,Yes,No,No,No,No,,Other-precise,OTHER,No,FALSE,Constant Error,2,1,DelayRet,15,15,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,
196,Sparrow & Summers,1992,1,,,Adult,Novice,Stable-constant,100,1,Yes,3,20,Yes,No,No,No,No,,Other-precise,VE,No,FALSE,,2,1,Acquisition,15,15,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,
197,Sparrow & Summers,1992,1,,,Adult,Novice,Stable-constant,100,1,Yes,3,20,Yes,No,No,No,No,,Other-precise,VE,No,FALSE,,2,1,ImmRet,15,15,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,
198,Sparrow & Summers,1992,1,,,Adult,Novice,Stable-constant,100,1,Yes,3,20,Yes,No,No,No,No,,Other-precise,VE,No,FALSE,,2,1,DelayRet,15,15,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,
199,Sparrow & Summers,1992,1,,,Adult,Novice,Stable-constant,100,1,Yes,3,33,Yes,No,No,No,No,,Other-precise,AE,No,FALSE,,2,1,Acquisition,15,15,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,
200,Sparrow & Summers,1992,1,,,Adult,Novice,Stable-constant,100,1,Yes,3,33,Yes,No,No,No,No,,Other-precise,AE,No,FALSE,,2,1,ImmRet,15,15,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,
201,Sparrow & Summers,1992,1,,,Adult,Novice,Stable-constant,100,1,Yes,3,33,Yes,No,No,No,No,,Other-precise,AE,No,FALSE,,2,1,DelayRet,15,15,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,
202,Sparrow & Summers,1992,1,,,Adult,Novice,Stable-constant,100,1,Yes,3,33,Yes,No,No,No,No,,Other-precise,OTHER,No,FALSE,Constant Error,2,1,Acquisition,15,15,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,
203,Sparrow & Summers,1992,1,,,Adult,Novice,Stable-constant,100,1,Yes,3,33,Yes,No,No,No,No,,Other-precise,OTHER,No,FALSE,Constant Error,2,1,ImmRet,15,15,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,
204,Sparrow & Summers,1992,1,,,Adult,Novice,Stable-constant,100,1,Yes,3,33,Yes,No,No,No,No,,Other-precise,OTHER,No,FALSE,Constant Error,2,1,DelayRet,15,15,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,
205,Sparrow & Summers,1992,1,,,Adult,Novice,Stable-constant,100,1,Yes,3,33,Yes,No,No,No,No,,Other-precise,VE,No,FALSE,,2,1,Acquisition,15,15,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,
206,Sparrow & Summers,1992,1,,,Adult,Novice,Stable-constant,100,1,Yes,3,33,Yes,No,No,No,No,,Other-precise,VE,No,FALSE,,2,1,ImmRet,15,15,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,
207,Sparrow & Summers,1992,1,,,Adult,Novice,Stable-constant,100,1,Yes,3,33,Yes,No,No,No,No,,Other-precise,VE,No,FALSE,,2,1,DelayRet,15,15,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,
211,Sparrow & Summers,1992,2,,,Adult,Novice,Stable-constant,100,1,Yes,3,10,Yes,No,No,No,No,,Other-precise,OTHER,No,TRUE,Constant Error,2,1,Acquisition,13,13,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,
212,Sparrow & Summers,1992,2,,,Adult,Novice,Stable-constant,100,1,Yes,3,10,Yes,No,No,No,No,,Other-precise,OTHER,No,TRUE,Constant Error,2,1,ImmRet,13,13,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,
213,Sparrow & Summers,1992,2,,,Adult,Novice,Stable-constant,100,1,Yes,3,10,Yes,No,No,No,No,,Other-precise,OTHER,No,TRUE,Constant Error,2,1,DelayRet,13,13,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,
214,Sparrow & Summers,1992,2,,,Adult,Novice,Stable-constant,100,1,Yes,3,10,Yes,No,No,No,No,,Other-precise,VE,No,TRUE,,2,1,Acquisition,13,13,33,,,29.03,,,,,,,,,Reduced,,,Yes,,,,,,,,,,,,,,,
215,Sparrow & Summers,1992,2,,,Adult,Novice,Stable-constant,100,1,Yes,3,10,Yes,No,No,No,No,,Other-precise,VE,No,TRUE,,2,1,ImmRet,13,13,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,
216,Sparrow & Summers,1992,2,,,Adult,Novice,Stable-constant,100,1,Yes,3,10,Yes,No,No,No,No,,Other-precise,VE,No,TRUE,,2,1,DelayRet,13,13,18.62,,,18.83,,,,,,,,,100,,,Yes,,,,,,,,,,,,,,,
217,Sparrow & Summers,1992,2,,,Adult,Novice,Stable-constant,100,1,Yes,3,20,Yes,No,No,No,No,,Other-precise,AE,No,FALSE,,2,1,Acquisition,13,13,32.53,,,41.02,,,,,,,,,100,,,Yes,,,,,,,,,,,,,,,
218,Sparrow & Summers,1992,2,,,Adult,Novice,Stable-constant,100,1,Yes,3,20,Yes,No,No,No,No,,Other-precise,AE,No,FALSE,,2,1,ImmRet,13,13,29.92,,,48.24,,,,,,,,,100,,,Yes,,,,,,,,,,,,,,,
219,Sparrow & Summers,1992,2,,,Adult,Novice,Stable-constant,100,1,Yes,3,20,Yes,No,No,No,No,,Other-precise,AE,No,FALSE,,2,1,DelayRet,13,13,45.9,,,68.92,,,,,,,,,100,,,Yes,,,,,,,,,,,,,,,
220,Sparrow & Summers,1992,2,,,Adult,Novice,Stable-constant,100,1,Yes,3,20,Yes,No,No,No,No,,Other-precise,OTHER,No,TRUE,Constant Error,2,1,Acquisition,13,13,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,
221,Sparrow & Summers,1992,2,,,Adult,Novice,Stable-constant,100,1,Yes,3,20,Yes,No,No,No,No,,Other-precise,OTHER,No,TRUE,Constant Error,2,1,ImmRet,13,13,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,
222,Sparrow & Summers,1992,2,,,Adult,Novice,Stable-constant,100,1,Yes,3,20,Yes,No,No,No,No,,Other-precise,OTHER,No,TRUE,Constant Error,2,1,DelayRet,13,13,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,
223,Sparrow & Summers,1992,2,,,Adult,Novice,Stable-constant,100,1,Yes,3,20,Yes,No,No,No,No,,Other-precise,VE,No,TRUE,,2,1,Acquisition,13,13,33,,,31.62,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,
224,Sparrow & Summers,1992,2,,,Adult,Novice,Stable-constant,100,1,Yes,3,20,Yes,No,No,No,No,,Other-precise,VE,No,TRUE,,2,1,ImmRet,13,13,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,
225,Sparrow & Summers,1992,2,,,Adult,Novice,Stable-constant,100,1,Yes,3,20,Yes,No,No,No,No,,Other-precise,VE,No,TRUE,,2,1,DelayRet,13,13,18.62,,,22.12,,,,,,,,,100,,,Yes,,,,,,,,,,,,,,,
226,Sparrow & Summers,1992,2,,,Adult,Novice,Stable-constant,100,1,Yes,3,33,Yes,No,No,No,No,,Other-precise,AE,No,FALSE,,2,1,Acquisition,13,13,32.53,,,34.26,,,,,,,,,100,,,Yes,,,,,,,,,,,,,,,
227,Sparrow & Summers,1992,2,,,Adult,Novice,Stable-constant,100,1,Yes,3,33,Yes,No,No,No,No,,Other-precise,AE,No,FALSE,,2,1,ImmRet,13,13,29.92,,,31.11,,,,,,,,,100,,,Yes,,,,,,,,,,,,,,,
228,Sparrow & Summers,1992,2,,,Adult,Novice,Stable-constant,100,1,Yes,3,33,Yes,No,No,No,No,,Other-precise,AE,No,FALSE,,2,1,DelayRet,13,13,45.9,,,41.34,,,,,,,,,Reduced,,,Yes,,,,,,,,,,,,,,,
229,Sparrow & Summers,1992,2,,,Adult,Novice,Stable-constant,100,1,Yes,3,33,Yes,No,No,No,No,,Other-precise,OTHER,No,TRUE,Constant Error,2,1,Acquisition,13,13,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,
230,Sparrow & Summers,1992,2,,,Adult,Novice,Stable-constant,100,1,Yes,3,33,Yes,No,No,No,No,,Other-precise,OTHER,No,TRUE,Constant Error,2,1,ImmRet,13,13,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,
231,Sparrow & Summers,1992,2,,,Adult,Novice,Stable-constant,100,1,Yes,3,33,Yes,No,No,No,No,,Other-precise,OTHER,No,TRUE,Constant Error,2,1,DelayRet,13,13,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,
232,Sparrow & Summers,1992,2,,,Adult,Novice,Stable-constant,100,1,Yes,3,33,Yes,No,No,No,No,,Other-precise,VE,No,TRUE,,2,1,Acquisition,13,13,33,,,29.93,,,,,,,,,Reduced,,,Yes,,,,,,,,,,,,,,,
233,Sparrow & Summers,1992,2,,,Adult,Novice,Stable-constant,100,1,Yes,3,33,Yes,No,No,No,No,,Other-precise,VE,No,TRUE,,2,1,ImmRet,13,13,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,
234,Sparrow & Summers,1992,2,,,Adult,Novice,Stable-constant,100,1,Yes,3,33,Yes,No,No,No,No,,Other-precise,VE,No,TRUE,,2,1,DelayRet,13,13,18.62,,,18.39,,,,,,,,,100,,,Yes,,,,,,,,,,,,,,,
4,Steinhauer & Grayhack,2000,1,,,Adult,Novice,Stable-constant,40,1,No,,50,Yes,No,No,No,No,,CE,VE,No,TRUE,,5,1,ImmRet,10,10,7.1,4.9,,3.8,2.4,,,,,,,,Reduced,,,,0.82,0.2,,,,,,,,,,,0.82,0.2,0.82
